Runs,Balls,Toss,Venue,Team1,Team2,Wickets,Date,RPO,form_difference,wrl,Won
211,250,1,Hobart,Australia,Sri Lanka,4,2012-02-24,5.064,-105.23,1.15,0
229,250,0,Hobart,Australia,Sri Lanka,4,2012-02-24,5.496,-105.23,1.5,1
210,250,1,No Info,Australia,India,5,2012-02-26,5.04,100.0,2.0,1
234,250,0,Hobart,Sri Lanka,India,1,2012-02-28,5.616,100.0,0.54,0
197,250,1,No Info,Sri Lanka,Australia,5,2012-03-02,4.728,-5.23,1.7,1
182,250,0,No Info,Sri Lanka,Australia,7,2012-03-02,4.368,-5.23,4.3,0
243,250,1,Brisbane,Australia,Sri Lanka,4,2012-03-04,5.832,-200.8,1.28,1
248,250,0,Brisbane,Australia,Sri Lanka,7,2012-03-04,5.952,-200.8,3.98,0
202,250,1,No Info,Australia,Sri Lanka,2,2012-03-06,4.848,20.41,1.16,0
254,250,0,No Info,Australia,Sri Lanka,2,2012-03-06,6.096,20.41,0.46,1
192,250,0,No Info,Australia,Sri Lanka,7,2012-03-08,4.608,-36.44,5.04,1
186,250,1,No Info,Australia,Sri Lanka,7,2012-03-08,4.464,-36.44,4.7,0
215,250,0,Dunedin,New Zealand,Zimbabwe,6,2012-02-03,5.16,0.0,4.12,1
263,250,0,Whangarei,New Zealand,Zimbabwe,4,2012-02-06,6.312,100.0,1.09,1
175,250,1,Whangarei,New Zealand,Zimbabwe,7,2012-02-06,4.2,100.0,4.65,0
270,250,1,Napier,New Zealand,Zimbabwe,3,2012-02-09,6.48,100.0,1.34,1
160,250,0,Napier,New Zealand,Zimbabwe,7,2012-02-09,3.84,100.0,4.65,0
198,250,1,Wellington,New Zealand,South Africa,5,2012-02-25,4.752,100.0,1.74,0
215,250,0,Wellington,New Zealand,South Africa,4,2012-02-25,5.16,100.0,2.1,1
192,250,0,Napier,New Zealand,South Africa,7,2012-02-29,4.608,48.28,4.97,0
171,250,0,Auckland,New Zealand,South Africa,6,2012-03-03,4.104,-16.7,2.58,0
195,250,1,Auckland,New Zealand,South Africa,5,2012-03-03,4.68,-16.7,1.7,1
214,250,1,Hyderabad,India,England,5,2011-10-14,5.136,0.0,2.03,1
206,250,1,Delhi,England,India,5,2011-10-17,4.944,-2998687221.02,3.63,0
219,250,1,Chandigarh,England,India,4,2011-10-20,5.256,-5385342380.23,1.37,0
235,250,0,Chandigarh,England,India,5,2011-10-20,5.64,-5385342380.23,1.64,1
201,250,1,Mumbai,England,India,7,2011-10-23,4.824,-7284881221.45,4.57,0
187,250,0,Kolkata,India,England,5,2011-10-25,4.488,100.0,2.34,1
154,250,0,No Info,Bangladesh,Zimbabwe,6,2011-08-12,3.696,0.0,2.9,0
144,250,0,No Info,Bangladesh,Zimbabwe,7,2011-08-14,3.456,-2998687221.02,5.53,0
170,250,1,No Info,Bangladesh,Zimbabwe,3,2011-08-14,4.08,-2998687221.02,1.08,1
181,250,0,No Info,Zimbabwe,Bangladesh,3,2011-08-16,4.344,100.0,0.62,1
180,250,1,No Info,Zimbabwe,Bangladesh,4,2011-08-16,4.32,100.0,1.96,0
173,250,0,Bulawayo,Zimbabwe,Bangladesh,4,2011-08-19,4.152,100.0,2.71,0
182,250,0,Bulawayo,Bangladesh,Zimbabwe,5,2011-08-21,4.368,-93.35,3.18,1
198,250,1,Bulawayo,Pakistan,Zimbabwe,5,2011-09-08,4.752,-4614657619.77,1.97,1
181,250,0,Bulawayo,Pakistan,Zimbabwe,4,2011-09-08,4.344,-4614657619.77,1.14,0
159,250,1,No Info,Zimbabwe,Pakistan,3,2011-09-11,3.816,-10.44,0.88,0
221,250,0,No Info,Zimbabwe,Pakistan,0,2011-09-11,5.304,-10.44,0.0,1
217,250,0,No Info,Pakistan,Zimbabwe,5,2011-09-14,5.208,77.66,1.79,1
188,250,1,No Info,Pakistan,Zimbabwe,5,2011-09-14,4.512,77.66,2.07,0
234,250,0,Dublin,Ireland,Canada,3,2011-09-19,5.616,0.0,0.97,1
186,250,1,Dublin,Ireland,Canada,9,2011-09-19,4.464,0.0,8.32,0
197,250,1,Dublin,Ireland,Canada,5,2011-09-20,4.728,100.0,2.09,1
168,250,0,Dublin,Ireland,Canada,7,2011-09-20,4.032,100.0,4.36,0
177,250,1,No Info,Zimbabwe,New Zealand,4,2011-10-20,4.248,0.0,3.28,0
227,250,0,No Info,Zimbabwe,New Zealand,1,2011-10-20,5.448,0.0,0.33,1
202,250,0,No Info,Zimbabwe,New Zealand,5,2011-10-22,4.848,-2998687221.02,2.37,0
222,250,1,No Info,Zimbabwe,New Zealand,2,2011-10-22,5.328,-2998687221.02,0.47,1
218,250,1,Bulawayo,New Zealand,Zimbabwe,4,2011-10-25,5.232,100.0,2.3,0
279,250,0,Bulawayo,New Zealand,Zimbabwe,5,2011-10-25,6.696,100.0,3.18,1
181,250,1,No Info,Sri Lanka,Pakistan,4,2011-11-14,4.344,-2998687221.02,1.06,1
179,250,0,No Info,Sri Lanka,Pakistan,8,2011-11-14,4.296,-2998687221.02,6.62,0
201,250,1,No Info,Pakistan,Sri Lanka,5,2011-11-18,4.824,-25.64,1.97,1
194,250,0,No Info,Pakistan,Sri Lanka,6,2011-11-18,4.656,-25.64,2.85,0
158,250,1,No Info,Pakistan,Sri Lanka,7,2011-11-20,3.792,51.28,5.64,1
165,250,0,No Info,Pakistan,Sri Lanka,6,2011-11-20,3.96,51.28,2.58,0
175,250,1,Abu Dhabi,Sri Lanka,Pakistan,5,2011-11-23,4.2,-263.1,2.07,0
184,250,0,Abu Dhabi,Sri Lanka,Pakistan,4,2011-11-23,4.416,-263.1,2.45,1
203,250,1,Abu Dhabi,England,Pakistan,4,2012-02-13,4.872,-8488157036.28,1.25,1
199,250,1,Abu Dhabi,England,Pakistan,3,2012-02-15,4.776,-93.35,0.69,1
188,250,0,Abu Dhabi,England,Pakistan,5,2012-02-15,4.512,-93.35,2.07,0
183,250,1,No Info,Pakistan,England,7,2012-02-18,4.392,-16.7,4.16,0
188,250,1,No Info,Pakistan,England,4,2012-02-21,4.512,-168.31,1.84,0
183,250,0,No Info,Pakistan,England,5,2012-02-21,4.392,-168.31,1.9,1
224,250,0,Mirpur,West Indies,Bangladesh,3,2011-10-13,5.376,0.0,0.62,1
201,250,1,Mirpur,West Indies,Bangladesh,5,2011-10-13,4.824,0.0,2.51,0
158,250,1,Mirpur,Bangladesh,West Indies,7,2011-10-15,3.792,-2998687221.02,4.62,0
218,250,0,Mirpur,Bangladesh,West Indies,2,2011-10-15,5.232,-2998687221.02,0.47,1
230,250,0,Southampton,England,West Indies,5,2012-06-16,5.52,-57.86,2.0,1
188,250,0,London,West Indies,England,5,2012-06-19,4.512,-23.17,1.9,0
220,250,1,London,West Indies,England,2,2012-06-19,5.28,-23.17,0.47,1
192,250,0,London,England,Australia,4,2012-06-29,4.608,100.0,1.2,1
204,250,1,London,England,Australia,5,2012-06-29,4.896,100.0,2.86,0
191,250,1,London,Australia,England,4,2012-07-01,4.584,-7284881221.45,2.01,0
224,250,0,London,Australia,England,3,2012-07-01,5.376,-7284881221.45,1.15,1
135,250,0,Chester-le-Street,Australia,England,6,2012-07-07,3.24,-8796724185.17,4.23,0
170,250,1,Chester-le-Street,Australia,England,2,2012-07-07,4.08,-8796724185.17,0.67,1
216,250,1,Southampton,South Africa,England,3,2012-08-28,5.184,-10000000000.0,1.1,1
196,250,1,London,South Africa,England,7,2012-08-31,4.704,-133.48,4.06,0
188,250,0,London,South Africa,England,4,2012-08-31,4.512,-133.48,1.42,1
169,250,0,London,South Africa,England,5,2012-09-02,4.056,-219.0,1.78,0
181,250,1,London,South Africa,England,3,2012-09-02,4.344,-219.0,0.97,1
171,250,1,Nottingham,England,South Africa,7,2012-09-05,4.104,76.55,5.04,0
200,250,0,Mirpur,Pakistan,Bangladesh,7,2012-03-11,4.8,0.0,4.06,1
204,250,1,Mirpur,Pakistan,Bangladesh,5,2012-03-11,4.896,0.0,3.31,0
218,250,0,Mirpur,India,Sri Lanka,1,2012-03-13,5.232,0.0,0.61,1
240,250,1,Mirpur,India,Sri Lanka,7,2012-03-13,5.76,0.0,4.78,0
175,250,1,Mirpur,Sri Lanka,Pakistan,7,2012-03-15,4.2,-2386655159.21,4.3,0
209,250,0,Mirpur,India,Bangladesh,2,2012-03-16,5.016,100.0,0.53,0
223,250,1,Mirpur,India,Bangladesh,3,2012-03-16,5.352,100.0,1.1,1
268,250,1,Mirpur,Pakistan,India,2,2012-03-18,6.432,51.28,0.55,0
272,250,0,Mirpur,Pakistan,India,2,2012-03-18,6.528,51.28,1.04,1
177,250,0,Mirpur,Sri Lanka,Bangladesh,6,2012-03-20,4.248,-2386655159.21,2.7,0
178,250,0,Mirpur,Pakistan,Bangladesh,7,2012-03-22,4.272,-223.99,4.01,1
167,250,1,Mirpur,Pakistan,Bangladesh,3,2012-03-22,4.008,-223.99,1.66,0
173,250,0,Cuttack,West Indies,India,7,2011-11-29,4.152,-1899538841.22,4.01,0
189,250,1,Cuttack,West Indies,India,7,2011-11-29,4.536,-1899538841.22,6.03,1
215,250,0,Visakhapatnam,West Indies,India,9,2011-12-02,5.16,-4510530184.75,8.9,0
216,250,1,Visakhapatnam,West Indies,India,3,2011-12-02,5.184,-4510530184.75,1.95,1
158,250,0,Ahmedabad,West Indies,India,4,2011-12-05,3.792,-6588618195.06,1.82,1
201,250,1,Ahmedabad,West Indies,India,8,2011-12-05,4.824,-6588618195.06,6.02,0
329,250,1,Indore,India,West Indies,2,2011-12-08,7.896,30.04,0.38,1
219,250,0,Indore,India,West Indies,9,2011-12-08,5.256,30.04,8.67,0
220,250,1,Chennai,India,West Indies,4,2011-12-11,5.28,62.77,1.42,1
213,250,0,Chennai,India,West Indies,8,2011-12-11,5.112,62.77,7.12,0
199,250,1,Mirpur,Pakistan,Bangladesh,5,2011-12-03,4.776,100.0,1.66,1
126,250,0,Mirpur,Pakistan,Bangladesh,5,2011-12-03,3.024,100.0,1.66,0
161,250,1,Chittagong,Pakistan,Bangladesh,6,2011-12-06,3.864,100.0,2.87,1
152,250,1,St Vincent,Australia,West Indies,4,2012-03-16,3.648,0.0,2.39,1
178,250,1,St Vincent,Australia,West Indies,4,2012-03-20,4.272,-25.64,1.23,0
177,250,0,St Vincent,Australia,West Indies,6,2012-03-20,4.248,-25.64,4.7,0
190,250,0,St Lucia,West Indies,Australia,5,2012-03-23,4.56,20.41,2.51,1
222,250,1,St Lucia,West Indies,Australia,7,2012-03-23,5.328,20.41,4.73,0
224,250,0,St Lucia,Australia,West Indies,4,2012-03-25,5.376,-223.99,1.26,1
226,250,1,St Lucia,Australia,West Indies,8,2012-03-25,5.424,-223.99,6.18,0
177,250,1,No Info,Ireland,Kenya,7,2012-02-18,4.248,0.0,4.57,0
192,250,0,No Info,Ireland,Kenya,3,2012-02-18,4.608,0.0,1.43,1
169,250,1,No Info,Ireland,Kenya,5,2012-02-20,4.056,-2998687221.02,2.71,1
166,250,1,No Info,Afghanistan,Pakistan,7,2012-02-10,3.984,0.0,4.06,0
139,250,0,Dublin,Ireland,Afghanistan,9,2012-07-05,3.336,100.0,8.63,1
145,250,0,Jamaica,New Zealand,West Indies,6,2012-07-05,3.48,0.0,3.85,0
256,250,0,Jamaica,West Indies,New Zealand,4,2012-07-07,6.144,100.0,1.09,1
226,250,1,Jamaica,West Indies,New Zealand,7,2012-07-07,5.424,100.0,4.48,0
200,250,0,St Kitts,New Zealand,West Indies,6,2012-07-11,4.8,-5385342380.23,2.8,1
196,250,1,St Kitts,West Indies,New Zealand,6,2012-07-14,4.704,30.04,2.77,1
192,250,0,St Kitts,West Indies,New Zealand,6,2012-07-14,4.608,30.04,3.14,0
175,250,1,St Kitts,West Indies,New Zealand,7,2012-07-16,4.2,62.77,4.85,1
189,250,0,St Kitts,West Indies,New Zealand,6,2012-07-16,4.536,62.77,3.88,0
131,250,1,No Info,Sri Lanka,Pakistan,8,2012-06-07,3.144,0.0,5.99,0
209,250,1,No Info,Sri Lanka,Pakistan,3,2012-06-09,5.016,-2998687221.02,1.27,1
172,250,0,No Info,Sri Lanka,Pakistan,7,2012-06-09,4.128,-2998687221.02,4.42,0
185,250,1,Colombo,Sri Lanka,Pakistan,3,2012-06-16,4.44,20.41,1.55,1
179,250,0,Colombo,Sri Lanka,Pakistan,9,2012-06-16,4.296,20.41,8.28,0
201,250,1,Colombo,Pakistan,Sri Lanka,4,2012-06-18,4.824,-183.51,1.87,0
178,250,0,Colombo,Pakistan,Sri Lanka,7,2012-06-18,4.272,-183.51,4.16,1
239,250,1,Hambantota,India,Sri Lanka,4,2012-07-21,5.736,-7284881221.45,1.18,1
217,250,0,Hambantota,India,Sri Lanka,6,2012-07-21,5.208,-7284881221.45,3.24,0
204,250,1,Colombo,Sri Lanka,India,5,2012-07-28,4.896,68.65,2.18,0
216,250,0,Colombo,Sri Lanka,India,5,2012-07-28,5.184,68.65,2.1,1
192,250,1,Colombo,Sri Lanka,India,5,2012-07-31,4.608,3.99,1.7,0
243,250,0,Colombo,Sri Lanka,India,4,2012-07-31,5.832,3.99,2.57,1
229,250,1,No Info,India,Sri Lanka,6,2012-08-04,5.496,55.01,3.12,1
246,250,0,No Info,India,Sri Lanka,6,2012-08-04,5.904,55.01,3.68,0
248,250,1,Rajkot,England,India,2,2013-01-11,5.952,-8488157036.28,0.71,1
243,250,0,Rajkot,England,India,5,2013-01-11,5.832,-8488157036.28,1.64,0
185,250,1,Kochi,India,England,5,2013-01-15,4.44,48.28,2.0,1
155,250,0,Ranchi,England,India,8,2013-01-19,3.72,-219.0,7.02,0
167,250,0,Chandigarh,England,India,4,2013-01-23,4.008,-326.44,1.57,0
224,250,1,Chandigarh,England,India,5,2013-01-23,5.376,-326.44,2.01,1
177,250,0,Dharamsala,India,England,7,2013-01-27,4.248,82.19,3.98,0
173,250,1,Dharamsala,India,England,3,2013-01-27,4.152,82.19,0.99,1
176,250,0,London,England,New Zealand,6,2013-05-31,4.224,100.0,3.24,0
190,250,1,London,England,New Zealand,5,2013-05-31,4.56,100.0,1.79,1
241,250,1,Southampton,New Zealand,England,3,2013-06-02,5.784,20.41,0.62,1
254,250,0,Southampton,New Zealand,England,8,2013-06-02,6.096,20.41,6.96,0
179,250,0,Nottingham,England,New Zealand,4,2013-06-05,4.296,-183.51,1.72,1
218,250,1,Nottingham,England,New Zealand,8,2013-06-05,5.232,-183.51,6.91,0
199,250,0,Dublin,Ireland,England,5,2013-09-03,4.776,-4510530184.75,2.63,0
247,250,1,Dublin,Ireland,England,4,2013-09-03,5.928,-4510530184.75,3.09,1
255,250,0,Manchester,Australia,England,3,2013-09-08,6.12,-6588618195.06,1.72,1
202,250,1,Manchester,Australia,England,8,2013-09-08,4.848,-6588618195.06,7.18,0
208,250,0,Cardiff,Australia,England,5,2013-09-14,4.992,-42.94,3.18,0
171,250,1,Cardiff,Australia,England,6,2013-09-14,4.104,-42.94,3.18,1
247,250,1,Southampton,Australia,England,6,2013-09-16,5.928,-168.58,2.8,1
207,250,0,Southampton,Australia,England,7,2013-09-16,4.968,-168.58,4.65,0
132,250,0,Cardiff,Sri Lanka,India,4,2013-06-20,3.168,0.0,1.58,0
179,250,0,Paarl,South Africa,New Zealand,7,2013-01-19,4.296,0.0,4.06,0
183,250,1,Paarl,South Africa,New Zealand,8,2013-01-19,4.392,0.0,7.7,1
212,250,0,Kimberley,New Zealand,South Africa,7,2013-01-22,5.088,100.0,4.01,1
209,250,1,Kimberley,New Zealand,South Africa,4,2013-01-22,5.016,100.0,1.72,0
182,250,1,Potchefstroom,New Zealand,South Africa,5,2013-01-25,4.368,100.0,2.8,0
205,250,0,Potchefstroom,New Zealand,South Africa,4,2013-01-25,4.92,100.0,1.51,1
239,250,0,Bloemfontein,South Africa,Pakistan,3,2013-03-10,5.736,100.0,0.97,1
187,250,1,Centurion,South Africa,Pakistan,8,2013-03-15,4.488,100.0,6.66,0
264,250,0,Johannesburg,South Africa,Pakistan,2,2013-03-17,6.336,30.04,1.2,1
276,250,1,Johannesburg,South Africa,Pakistan,7,2013-03-17,6.624,30.04,5.45,0
191,250,0,Durban,South Africa,Pakistan,4,2013-03-21,4.584,62.77,1.08,1
172,250,1,Benoni,Pakistan,South Africa,8,2013-03-24,4.128,-168.58,6.57,0
182,250,0,Benoni,Pakistan,South Africa,4,2013-03-24,4.368,-4.16,1.49,1
198,250,0,Hamilton,England,New Zealand,4,2013-02-17,4.752,0.0,1.2,0
192,250,1,Hamilton,England,New Zealand,6,2013-02-17,4.608,0.0,2.7,1
196,250,0,Napier,New Zealand,England,4,2013-02-20,4.704,100.0,1.59,0
219,250,1,Napier,New Zealand,England,2,2013-02-20,5.256,100.0,0.68,1
158,250,0,Auckland,New Zealand,England,9,2013-02-23,3.792,-25.64,8.4,0
180,250,1,No Info,Pakistan,Australia,8,2012-08-28,4.32,0.0,6.15,0
154,250,0,No Info,Pakistan,Australia,5,2012-08-28,3.696,100.0,2.75,1
189,250,1,Abu Dhabi,Australia,Pakistan,5,2012-08-31,4.536,100.0,2.31,0
235,250,0,Abu Dhabi,Australia,Pakistan,3,2012-08-31,5.64,100.0,1.09,1
197,250,0,No Info,Pakistan,Australia,5,2012-09-03,4.728,20.41,2.03,0
203,250,1,No Info,Pakistan,Australia,5,2012-09-03,4.872,20.41,2.55,1
197,250,1,No Info,Australia,Afghanistan,4,2012-08-25,4.728,100.0,1.41,1
198,250,0,No Info,Australia,Afghanistan,8,2012-08-25,4.752,100.0,6.95,0
234,250,1,No Info,Australia,Sri Lanka,3,2013-01-11,5.616,100.0,0.8,1
146,250,0,No Info,Australia,Sri Lanka,8,2013-01-13,3.504,100.0,6.57,0
164,250,1,No Info,Australia,Sri Lanka,7,2013-01-20,3.936,-16.7,4.91,0
179,250,0,Hobart,Australia,Sri Lanka,3,2013-01-23,4.296,-57.86,1.5,1
170,250,1,Hobart,Australia,Sri Lanka,5,2013-01-23,4.08,-57.86,3.05,0
183,250,0,Perth,Australia,West Indies,6,2013-02-03,4.392,100.0,5.22,1
250,250,1,Canberra,Australia,West Indies,3,2013-02-06,6.0,100.0,0.69,1
248,250,0,Canberra,Australia,West Indies,6,2013-02-06,5.952,100.0,2.87,0
155,250,1,No Info,West Indies,Australia,8,2013-02-08,3.72,-8796724185.17,6.8,0
198,250,0,No Info,West Indies,Australia,4,2013-02-08,4.752,-8796724185.17,1.04,1
194,250,0,No Info,Australia,West Indies,5,2013-02-10,4.656,100.0,1.65,1
210,250,1,No Info,Australia,West Indies,5,2013-02-10,5.04,100.0,2.23,0
260,250,0,Cardiff,India,South Africa,4,2013-06-06,6.24,0.0,1.26,1
256,250,1,Cardiff,India,South Africa,8,2013-06-06,6.144,0.0,6.45,0
138,250,0,London,Pakistan,West Indies,9,2013-06-07,3.312,0.0,8.47,0
203,250,1,Birmingham,England,Australia,4,2013-06-08,4.872,-4614657619.77,1.35,1
172,250,0,Birmingham,England,Australia,7,2013-06-08,4.128,-4614657619.77,4.65,0
189,250,1,Birmingham,South Africa,Pakistan,4,2013-06-10,4.536,0.0,1.11,1
148,250,0,Birmingham,South Africa,Pakistan,7,2013-06-10,3.552,0.0,4.01,0
171,250,0,London,West Indies,India,6,2013-06-11,4.104,20.41,3.34,0
189,250,1,Birmingham,Australia,New Zealand,4,2013-06-12,4.536,-1899538841.22,1.68,0
217,250,0,London,England,Sri Lanka,2,2013-06-13,5.208,100.0,0.79,0
232,250,1,London,England,Sri Lanka,3,2013-06-13,5.568,100.0,1.04,1
184,250,0,London,Sri Lanka,Australia,5,2013-06-17,4.416,100.0,2.34,1
231,250,1,London,Sri Lanka,Australia,9,2013-06-17,5.544,100.0,9.16,0
180,250,1,No Info,New Zealand,Sri Lanka,3,2012-11-04,4.32,-4201963035.85,1.13,0
185,250,1,Khulna,West Indies,Bangladesh,8,2012-11-30,4.44,0.0,7.69,0
210,250,0,Khulna,Bangladesh,West Indies,4,2012-12-02,5.04,100.0,1.3,1
185,250,0,Mirpur,Bangladesh,West Indies,7,2012-12-05,4.44,100.0,4.81,0
187,250,1,Mirpur,Bangladesh,West Indies,5,2012-12-05,4.488,100.0,1.9,1
138,250,0,Mirpur,West Indies,Bangladesh,6,2012-12-07,3.312,-42.94,4.33,1
189,250,0,Mirpur,West Indies,Bangladesh,7,2012-12-08,4.536,36.65,4.23,0
209,250,1,Mirpur,West Indies,Bangladesh,6,2012-12-08,5.016,36.65,3.29,1
153,250,0,Chennai,India,Pakistan,6,2012-12-30,3.672,0.0,4.11,0
185,250,1,Chennai,India,Pakistan,4,2012-12-30,4.44,0.0,1.36,1
210,250,0,Kolkata,Pakistan,India,6,2013-01-03,5.04,100.0,2.58,1
137,250,1,Kolkata,Pakistan,India,9,2013-01-03,3.288,100.0,8.54,0
159,250,1,Delhi,India,Pakistan,8,2013-01-06,3.816,-5385342380.23,6.95,1
134,250,0,Delhi,India,Pakistan,6,2013-01-06,3.216,-5385342380.23,3.06,0
160,250,1,Dubai,Canada,Kenya,4,2013-03-11,3.84,0.0,1.58,0
189,250,0,Dubai,Canada,Kenya,4,2013-03-11,4.536,0.0,1.2,1
266,250,0,Grenada,West Indies,Zimbabwe,3,2013-02-22,6.384,0.0,0.65,1
157,250,1,Grenada,West Indies,Zimbabwe,7,2013-02-22,3.768,0.0,4.16,0
160,250,1,Grenada,Zimbabwe,West Indies,7,2013-02-26,3.84,-2998687221.02,4.23,0
182,250,0,Grenada,Zimbabwe,West Indies,5,2013-02-26,4.368,-2998687221.02,2.1,1
178,250,0,Jamaica,Sri Lanka,West Indies,7,2013-06-28,4.272,-5385342380.23,4.1,0
172,250,0,Jamaica,India,West Indies,4,2013-06-30,4.128,-505.42,2.02,0
212,250,1,Jamaica,India,West Indies,8,2013-06-30,5.088,-505.42,6.38,1
241,250,0,Jamaica,Sri Lanka,India,1,2013-07-02,5.784,0.0,0.17,1
172,250,1,Jamaica,Sri Lanka,India,9,2013-07-02,4.128,0.0,8.47,0
221,250,0,Trinidad,India,West Indies,6,2013-07-05,5.304,-7001312778.98,2.55,1
182,250,0,Trinidad,Sri Lanka,India,5,2013-07-11,4.368,-25.64,1.9,0
167,250,1,Trinidad,Sri Lanka,India,7,2013-07-11,4.008,-25.64,5.09,1
169,250,1,Edinburgh,Pakistan,Scotland,6,2013-05-17,4.056,0.0,3.59,1
218,250,1,Dublin,Pakistan,Ireland,1,2013-05-23,5.232,100.0,0.54,0
230,250,0,Dublin,Pakistan,Ireland,4,2013-05-23,5.52,100.0,1.02,0
179,250,0,Dublin,Ireland,Pakistan,5,2013-05-26,4.296,-2386655159.21,1.78,0
153,250,1,Dublin,Ireland,Pakistan,7,2013-05-26,3.672,-2386655159.21,5.15,1
184,250,0,Hambantota,Bangladesh,Sri Lanka,4,2013-03-23,4.416,0.0,2.2,0
232,250,1,No Info,Sri Lanka,Bangladesh,4,2013-03-28,5.568,100.0,1.08,0
210,250,0,Bulawayo,Bangladesh,Zimbabwe,5,2013-05-03,5.04,100.0,2.41,1
178,250,0,Bulawayo,Bangladesh,Zimbabwe,6,2013-05-05,4.272,100.0,3.24,0
205,250,1,Bulawayo,Bangladesh,Zimbabwe,4,2013-05-05,4.92,100.0,1.76,1
185,250,0,Bulawayo,Bangladesh,Zimbabwe,5,2013-05-08,4.44,30.04,3.46,0
216,250,1,Bulawayo,Bangladesh,Zimbabwe,3,2013-05-08,5.184,30.04,1.24,1
177,250,1,Amstelveen,Ireland,Netherlands,4,2013-07-07,4.248,0.0,1.23,1
227,250,0,Colombo,Sri Lanka,South Africa,3,2013-07-20,5.448,0.0,1.12,1
168,250,1,Colombo,Sri Lanka,South Africa,6,2013-07-23,4.032,100.0,2.8,1
154,250,1,No Info,South Africa,Sri Lanka,6,2013-07-26,3.696,-5385342380.23,3.01,1
164,250,0,No Info,South Africa,Sri Lanka,7,2013-07-26,3.936,-5385342380.23,6.15,0
191,250,1,No Info,South Africa,Sri Lanka,7,2013-07-28,4.584,-42.94,4.06,0
229,250,0,No Info,South Africa,Sri Lanka,1,2013-07-28,5.496,-42.94,0.57,1
233,250,1,Colombo,Sri Lanka,South Africa,3,2013-07-31,5.592,62.77,0.8,1
168,250,0,Colombo,Sri Lanka,South Africa,8,2013-07-31,4.032,62.77,7.63,0
196,250,1,No Info,England,Australia,5,2014-01-12,4.704,0.0,2.21,0
246,250,0,No Info,England,Australia,3,2014-01-12,5.904,0.0,0.75,1
210,250,1,Brisbane,England,Australia,5,2014-01-17,5.04,-2998687221.02,2.31,0
236,250,0,Brisbane,England,Australia,8,2014-01-17,5.664,-2998687221.02,6.18,1
186,250,1,No Info,England,Australia,6,2014-01-19,4.464,-5385342380.23,2.58,0
230,250,0,Perth,England,Australia,5,2014-01-24,5.52,-7284881221.45,2.03,1
230,250,1,Perth,England,Australia,6,2014-01-24,5.52,-7284881221.45,3.08,0
169,250,1,No Info,Australia,England,6,2014-01-26,4.056,48.28,2.72,1
172,250,0,No Info,Australia,England,5,2014-01-26,4.128,48.28,2.21,0
163,250,0,Antigua,West Indies,England,5,2014-02-28,3.912,-2386655159.21,1.9,1
205,250,1,Antigua,West Indies,England,4,2014-02-28,4.92,-2386655159.21,1.26,0
151,250,0,Antigua,West Indies,England,8,2014-03-02,3.624,36.65,6.15,0
153,250,1,Antigua,West Indies,England,7,2014-03-02,3.672,36.65,6.03,1
225,250,0,Antigua,England,West Indies,4,2014-03-05,5.4,47.09,2.61,1
214,250,1,Antigua,England,West Indies,7,2014-03-05,5.136,47.09,4.42,0
167,250,0,No Info,Zimbabwe,India,5,2013-07-24,4.008,0.0,1.86,0
216,250,1,No Info,Zimbabwe,India,3,2013-07-24,5.184,0.0,0.65,1
224,250,0,No Info,India,Zimbabwe,4,2013-07-26,5.376,100.0,2.99,1
185,250,1,No Info,India,Zimbabwe,6,2013-07-26,4.44,100.0,4.53,0
166,250,0,No Info,Zimbabwe,India,8,2013-07-28,3.984,-5385342380.23,7.46,0
136,250,0,Bulawayo,Zimbabwe,India,8,2013-08-01,3.264,-7284881221.45,6.24,0
176,250,0,Guyana,Pakistan,West Indies,6,2013-07-14,4.224,0.0,3.12,1
161,250,0,Guyana,West Indies,Pakistan,5,2013-07-16,3.864,-2998687221.02,2.07,1
158,250,1,Guyana,West Indies,Pakistan,6,2013-07-16,3.792,-2998687221.02,2.94,0
156,250,0,St Lucia,Pakistan,West Indies,4,2013-07-19,3.744,-25.64,1.11,0
153,250,1,St Lucia,Pakistan,West Indies,4,2013-07-19,3.672,-25.64,1.37,0
200,250,0,St Lucia,West Indies,Pakistan,4,2013-07-21,4.8,20.41,2.2,0
160,250,0,St Lucia,West Indies,Pakistan,5,2013-07-24,3.84,-137.45,1.66,0
185,250,1,St Lucia,West Indies,Pakistan,4,2013-07-24,4.44,-137.45,1.41,1
228,250,1,Pune,Australia,India,5,2013-10-13,5.472,0.0,2.18,1
198,250,0,Pune,Australia,India,7,2013-10-13,4.752,0.0,4.26,0
248,250,1,Jaipur,Australia,India,3,2013-10-16,5.952,100.0,0.89,0
337,250,0,Jaipur,Australia,India,1,2013-10-16,8.088,100.0,0.37,1
223,250,0,Chandigarh,India,Australia,6,2013-10-19,5.352,20.41,4.37,0
214,250,1,Chandigarh,India,Australia,6,2013-10-19,5.136,20.41,2.64,1
242,250,0,Ranchi,Australia,India,7,2013-10-23,5.808,51.28,4.42,0
257,250,0,Nagpur,Australia,India,4,2013-10-30,6.168,51.28,1.59,0
287,250,1,Nagpur,Australia,India,2,2013-10-30,6.888,51.28,0.54,1
246,250,0,Bangalore,India,Australia,4,2013-11-02,5.904,31.21,1.79,1
316,250,1,Bangalore,India,Australia,8,2013-11-02,7.584,31.21,7.88,0
247,250,0,Johannesburg,South Africa,India,2,2013-12-05,5.928,-6588618195.06,0.66,1
